,emotions,emotions_label,sentence,copy_sentence,word_count,AGE,SEX,COUN,sentence_ut
120,1.0,fear,"['while', 'taking', 'a', 'short', 'cut', 'through', 'the', 'vas', 'park', 'i', 'wa', 'surrounded', 'by', 'three', 'people', 'who', 'tried', 'to', 'steal', 'my', 'money', 'i', 'wa', 'scared', 'and', 'wa', 'saved', 'only', 'by', 'the', 'appearance', 'of', 'other', 'people']","While taking a short cut through the Vasa park, I was surrounded ÌÁ by three people who tried to steal my money.  I was scared and ÌÁ was saved only by the appearance of other people.",34,30.0,1.0,1.0,while taking a short cut through the vas park i wa surrounded by three people who tried to steal my money i wa scared and wa saved only by the appearance of other people
121,2.0,anger,"['at', 'a', 'restaurant', 'i', 'observed', 'how', 'the', 'gypsy', 'tried', 'to', 'get', 'money', 'by', 'cheating', 'the', 'foreigner', 'ie', 'non', 'swedish', 'speaking', 'my', 'anger', 'had', 'nothing', 'to', 'do', 'with', 'hatred', 'against', 'foreigner', 'but', 'it', 'wa', 'an', 'expression', 'of', 'the', 'anger', 'i', 'feel', 'when', 'i', 'see', 'people', 'being', 'used']","At a restaurant I observed how the gypsies tried to get money by ÌÁ cheating the foreigners i.e non Swedish speaking.  My anger had ÌÁ nothing to do with hatred against foreigners, but it was an ÌÁ expression of the anger I feel when I see people being used .",46,30.0,1.0,1.0,at a restaurant i observed how the gypsy tried to get money by cheating the foreigner ie non swedish speaking my anger had nothing to do with hatred against foreigner but it wa an expression of the anger i feel when i see people being used
122,3.0,sadness,"['at', 'the', 'begining', 'of', 'a', 'new', 'course', 'one', 'is', 'afraid', 'of', 'encountering', 'problem', 'one', 'can', 'not', 'manage', 'thought', 'revolve', 'around', 'failing', 'the', 'subject', 'and', 'the', 'consequence', 'it', 'would', 'have', 'for', 'the', 'future']",At the begining of a new course one is afraid of encountering ÌÁ problems one can not manage.  Thoughts revolve around failing ÌÁ the subject and the consequences it would have for the future.,32,30.0,1.0,1.0,at the begining of a new course one is afraid of encountering problem one can not manage thought revolve around failing the subject and the consequence it would have for the future
123,4.0,disgust,"['while', 'walking', 'in', 'town', 'i', 'noticed', 'how', 'the', 'police', 'harrassed', 'a', 'man', 'who', 'wa', 'under', 'the', 'influence', 'of', 'alcohol', 'they', 'terrified', 'him', 'with', 'the', 'thought', 'of', 'arrest', 'by', 'driving', 'close', 'behind', 'him', 'on', 'a', 'pedestrian', 'street', 'my', 'disgust', 'wa', 'directed', 'at', 'the', 'gesture', 'and', 'the', 'facial', 'expression', 'of', 'the', 'policeman', 'they', 'seemed', 'to', 'be', 'enjoying', 'themselves']",While walking in town I noticed how the police harrassed a man ÌÁ who was under the influence of alcohol.  They terrified him with ÌÁ the thought of arrest by driving close behind him on a pedestrian ÌÁ street.  My disgust was directed at the gestures and the facial ÌÁ expressions of the policemen; they seemed to be enjoying ÌÁ themselves.,56,30.0,1.0,1.0,while walking in town i noticed how the police harrassed a man who wa under the influence of alcohol they terrified him with the thought of arrest by driving close behind him on a pedestrian street my disgust wa directed at the gesture and the facial expression of the policeman they seemed to be enjoying themselves
126,0.0,joy,"['when', 'i', 'found', 'out', 'that', 'i', 'had', 'passed', 'the', 'last', 'two', 'exam', 'by', 'a', 'margin', 'of', 'three', 'mark']",When I found out that I had passed the last two exams by a ÌÁ margin of three marks.,18,24.0,1.0,1.0,when i found out that i had passed the last two exam by a margin of three mark
127,1.0,fear,"['when', 'my', 'father', 'wa', 'ill', 'and', 'wa', 'waiting', 'for', 'the', 'result', 'of', 'his', 'test']",When my father was ill and was waiting for the results of his tests.,14,24.0,1.0,1.0,when my father wa ill and wa waiting for the result of his test
128,2.0,anger,"['when', 'i', 'got', 'caught', 'in', 'the', 'pouring', 'rain', 'last', 'thursday', 'and', 'did', 'not', 'have', 'a', 'raincoat', 'on', 'me']",When I got caught in the pouring rain last Thursday and did not ÌÁ have a raincoat on me.,18,24.0,1.0,1.0,when i got caught in the pouring rain last thursday and did not have a raincoat on me
129,3.0,sadness,"['when', 'i', 'failed', 'an', 'exam']",When I failed an exam.,5,24.0,1.0,1.0,when i failed an exam
130,4.0,disgust,"['at', 'a', 'smárgasbord', 'table', 'a', 'man', 'mixed', 'differnet', 'kind', 'of', 'picked', 'herring', 'with', 'fruit', 'salad']","At a SmÌárgasbord table, a man mixed differnet kinds of picked ÌÁ herrings with fruit salad.",15,24.0,1.0,1.0,at a smárgasbord table a man mixed differnet kind of picked herring with fruit salad
133,0.0,joy,"['when', 'i', 'gave', 'birth', 'to', 'my', 'son', 'and', 'saw', 'that', 'he', 'wa', 'alive', 'and', 'that', 'i', 'had', 'managed', 'it', 'well', 'he', 'wa', 'born', 'a', 'month', 'too', 'early', 'with', 'a', 'malfunctioning', 'lung', 'this', 'happened', 'a', 'year', 'ago']",When I gave birth to my son and saw that he was alive and that I ÌÁ had managed it well.  He was born a month too early with a ÌÁ malfunctioning lung.  This happened a year ago.,36,30.0,2.0,1.0,when i gave birth to my son and saw that he wa alive and that i had managed it well he wa born a month too early with a malfunctioning lung this happened a year ago
134,1.0,fear,"['when', 'i', 'found', 'out', 'that', 'my', 'father', 'had', 'lung', 'cancer', 'and', 'they', 'did', 'not', 'know', 'how', 'long', 'he', 'would', 'live']",When I found out that my father had lung cancer and they did not ÌÁ know how long he would live.,20,30.0,2.0,1.0,when i found out that my father had lung cancer and they did not know how long he would live
135,2.0,anger,"['when', 'a', 'colleague', 'asked', 'me', 'for', 'help', 'at', 'work', 'despite', 'the', 'fact', 'that', 'he', 'had', 'more', 'time', 'to', 'do', 'it', 'than', 'i', 'had']","When a colleague asked me for help at work, despite the fact ÌÁ that he had more time to do it than I had.",23,30.0,2.0,1.0,when a colleague asked me for help at work despite the fact that he had more time to do it than i had
136,3.0,sadness,"['when', 'i', 'did', 'not', 'get', 'the', 'salary', 'increase', 'that', 'i', 'had', 'been', 'expecting', 'and', 'understood', 'how', 'little', 'one', 'work', 'wa', 'appreciated']",When I did not get the salary increase that I had been expecting ÌÁ and understood how little one's work was appreciated.,21,30.0,2.0,1.0,when i did not get the salary increase that i had been expecting and understood how little one work wa appreciated
137,4.0,disgust,"['when', 'i', 'wa', 'weeding', 'the', 'garden', 'i', 'found', 'a', 'lizard', 'in', 'my', 'hand']",When I was weeding the garden I found a lizard in my hand.,13,30.0,2.0,1.0,when i wa weeding the garden i found a lizard in my hand
140,0.0,joy,"['new', 'year', 'eve', '19831984', 'i', 'met', 'my', 'girlfriend', 'we', 'stood', 'on', 'the', 'step', 'outside', 'her', 'parent', 'home', 'and', 'i', 'kissed', 'her', 'for', 'the', 'first', 'time']","New year's eve 1983/1984, I met my girlfriend.  We stood on the ÌÁ steps outside her parents home and I kissed her for the ÌÁ first time.",25,24.0,1.0,1.0,new year eve 19831984 i met my girlfriend we stood on the step outside her parent home and i kissed her for the first time
141,1.0,fear,"['when', 'i', 'wa', 'stopped', 'by', 'plain', 'clothes', 'policeman', 'because', 'the', 'car', 'i', 'wa', 'driving', 'had', 'overturned', 'on', 'the', 'avenue', 'i', 'had', 'been', 'driving', 'too', 'fast', 'and', 'i', 'wa', 'afraid', 'when', 'i', 'wa', 'stopped', 'questionned', 'and', 'then', 'toild', 'to', 'go', 'the', 'situation', 'ended', 'happily', 'since', 'there', 'were', 'no', 'consequence']","When I was stopped by plain clothes policemen because the car I ÌÁ was driving had overturned on the Avenue.  I had been driving too ÌÁ fast, and I was afraid when I was stopped, questionned and then ÌÁ toild to go.  The situation ended happily since there were no ÌÁ consequences.",48,24.0,1.0,1.0,when i wa stopped by plain clothes policeman because the car i wa driving had overturned on the avenue i had been driving too fast and i wa afraid when i wa stopped questionned and then toild to go the situation ended happily since there were no consequence
142,2.0,anger,"['the', 'editor', 'changed', 'the', 'heading', 'of', 'an', 'article', 'that', 'i', 'had', 'written', 'he', 'considered', 'the', 'heading', 'to', 'be', 'derogatory', 'towards', 'the', 'person', 'i', 'had', 'written', 'about']",The editor changed the heading of an article that I had written.  ÌÁ He considered the heading to be derogatory towards the person I had written ÌÁ about.,26,24.0,1.0,1.0,the editor changed the heading of an article that i had written he considered the heading to be derogatory towards the person i had written about
143,3.0,sadness,"['a', 'close', 'acquaintance', 'of', 'the', 'family', 'died', 'of', 'lung', 'cancer', 'although', 'it', 'wa', 'expected', 'i', 'still', 'felt', 'depressed']","A close acquaintance of the family died of lung cancer.  ÌÁ Although it was expected, I still felt depressed.",18,24.0,1.0,1.0,a close acquaintance of the family died of lung cancer although it wa expected i still felt depressed
144,4.0,disgust,"['when', 'i', 'saw', 'a', 'picture', 'in', 'the', 'gothenburg', 'post', 'of', 'a', 'totally', 'demolished', 'car', 'with', 'two', 'fatally', 'injured', 'passenger', 'the', 'car', 'wa', 'so', 'badly', 'damaged', 'that', 'they', 'couldnt', 'get', 'the', 'body', 'out', 'at', 'the', 'scene', 'of', 'the', 'accident']","When I saw a picture, in the Gothenburg Post, of a totally ÌÁ demolished car with two fatally injured passengers.  The car was ÌÁ so badly damaged that they couldn't get the bodies out at the ÌÁ scene of the accident.",38,24.0,1.0,1.0,when i saw a picture in the gothenburg post of a totally demolished car with two fatally injured passenger the car wa so badly damaged that they couldnt get the body out at the scene of the accident
147,0.0,joy,"['when', 'i', 'got', 'the', 'loan', 'for', 'my', 'study']",When I got the loan for my studies.,8,25.0,1.0,1.0,when i got the loan for my study
148,1.0,fear,"['i', 'met', 'intoxicated', 'people', 'with', 'dubious', 'intention', 'in', 'a', 'back', 'alley', 'one', 'wednesday', 'night']",I met intoxicated people with dubious intentions in a back alley ÌÁ one Wednesday night.,14,25.0,1.0,1.0,i met intoxicated people with dubious intention in a back alley one wednesday night
149,2.0,anger,"['on', 'the', 'tv', 'i', 'saw', 'a', 'news', 'feature', 'on', 'south', 'africa', 'a', 'policeman', 'attacked', 'a', 'group', 'of', 'black', 'people', 'with', 'a', 'whip']",On the T.V I saw a news feature on South Africa.  A policeman      ÌÁ attacked a group of black people with a whip.,22,25.0,1.0,1.0,on the tv i saw a news feature on south africa a policeman attacked a group of black people with a whip
150,3.0,sadness,"['the', 'thought', 'of', 'having', 'to', 'read', 'a', 'boring', 'book', 'of', '400', 'page', 'in', 'english']",The thought of having to read a boring book of 400 pages in ÌÁ English.,14,25.0,1.0,1.0,the thought of having to read a boring book of 400 page in english
151,4.0,disgust,"['grovelling', 'people']",Grovelling people.,2,25.0,1.0,1.0,grovelling people
154,4.0,disgust,"['observing', 'someone', 'in', 'the', 'cafeteria', 'noisily', 'gulping', 'in', 'his', 'food', 'having', 'extremely', 'bad', 'manner']","Observing someone in the cafeteria noisily gulping in his food, ÌÁ having extremely bad manners.",14,21.0,2.0,2.0,observing someone in the cafeteria noisily gulping in his food having extremely bad manner
157,0.0,joy,"['when', 'my', 'sister', 'after', 'a', 'history', 'of', 'one', 'abortion', 'and', 'one', 'stillbirth', 'gave', 'birth', 'to', 'a', 'perfectly', 'healty', 'boy']",When my sister - after a history of one abortion and one ÌÁ stillbirth - gave birth to a perfectly healty boy.,19,19.0,2.0,2.0,when my sister after a history of one abortion and one stillbirth gave birth to a perfectly healty boy
158,1.0,fear,"['when', 'my', 'sister', 'had', 'the', 'still', 'born', 'child', 'she', 'wa', 'emotionally', 'very', 'deep', 'down', 'and', 'it', 'took', 'her', 'a', 'long', 'time', 'to', 'recover']","When my sister had the still born child, she was emotionally very ÌÁ deep down, and it took her a long time to recover.",23,19.0,2.0,2.0,when my sister had the still born child she wa emotionally very deep down and it took her a long time to recover
159,2.0,anger,"['we', 'were', 'starting', 'a', 'student', 'project', 'and', 'the', 'teacher', 'we', 'talked', 'to', 'wa', 'very', 'negative', 'and', 'not', 'very', 'helpful']","We were starting a student project, and the teacher we talked to ÌÁ was very negative and not very helpful.",19,19.0,2.0,2.0,we were starting a student project and the teacher we talked to wa very negative and not very helpful
160,3.0,sadness,"['when', 'my', 'boyfriend', 'openly', 'let', 'me', 'down', 'preferring', 'another', 'girl']","When my boyfriend openly let me down, preferring another girl.",10,19.0,2.0,2.0,when my boyfriend openly let me down preferring another girl
161,4.0,disgust,"['i', 'felt', 'some', 'disgust', 'for', 'my', 'boyfriend', 'for', 'a', 'time', 'after', 'he', 'had', 'left', 'me']","I felt some disgust for my boyfriend for a time, after he had ÌÁ left me.",15,19.0,2.0,2.0,i felt some disgust for my boyfriend for a time after he had left me
164,0.0,joy,"['unexpected', 'visit', 'by', 'a', 'close', 'friend', 'whom', 'i', 'hadnt', 'seen', 'for', 'half', 'a', 'year']","Unexpected visit by a close friend, whom I hadn't seen for half a ÌÁ year.",14,30.0,1.0,2.0,unexpected visit by a close friend whom i hadnt seen for half a year
165,1.0,fear,"['i', 'wandered', 'by', 'mistake', 'into', 'the', 'safety', 'zone', 'of', 'a', 'shooting', 'range', 'and', 'wa', 'shot', 'at']","I wandered by mistake into the safety zone of a shooting range, ÌÁ and was shot at.",16,30.0,1.0,2.0,i wandered by mistake into the safety zone of a shooting range and wa shot at
166,2.0,anger,"['being', 'treated', 'unfairly']",Being treated unfairly.,3,30.0,1.0,2.0,being treated unfairly
167,3.0,sadness,"['breaking', 'up', 'with', 'a', 'girl']",Breaking up with a girl.,5,30.0,1.0,2.0,breaking up with a girl
171,0.0,joy,"['when', 'i', 'wa', 'accepted', 'a', 'a', 'student', 'at', 'the', 'college', 'not', 'having', 'thought', 'it', 'possible']","When I was accepted as a student at the college, not having ÌÁ thought it possible.",15,23.0,2.0,2.0,when i wa accepted a a student at the college not having thought it possible
172,1.0,fear,"['when', 'i', 'wa', 'the', 'first', 'to', 'arrive', 'at', 'the', 'scene', 'after', 'an', 'accident', 'and', 'found', 'that', 'a', 'close', 'school', 'friend', 'had', 'been', 'killed']","When I was the first to arrive at the scene after an accident, ÌÁ and found that a close school friend had been killed.",23,23.0,2.0,2.0,when i wa the first to arrive at the scene after an accident and found that a close school friend had been killed
